,weight,height,label,predict,
823,0.75,0.905,normal,normal,
824,0.54,0.68,fat,fat,
825,0.56,0.61,fat,fat,
826,0.47,0.885,thin,thin,
827,0.38,0.69,normal,normal,
828,0.65,0.965,thin,thin,
829,0.54,0.64,fat,fat,
830,0.51,0.83,normal,thin,
831,0.49,0.67,fat,fat,
832,0.6,0.615,fat,fat,
833,0.68,0.895,normal,normal,
834,0.62,0.96,thin,thin,
835,0.58,0.685,fat,fat,
836,0.61,0.71,fat,fat,
837,0.79,0.94,normal,normal,
838,0.5,0.905,thin,thin,
839,0.38,0.73,thin,thin,
840,0.66,0.775,fat,fat,
841,0.55,0.795,normal,normal,
842,0.61,0.685,fat,fat,
843,0.79,0.895,normal,normal,
844,0.51,0.765,normal,normal,
845,0.5,0.835,thin,thin,
846,0.46,0.96,thin,thin,
847,0.62,0.775,fat,fat,
848,0.4,0.725,normal,normal,
849,0.41,0.755,thin,thin,
850,0.36,0.725,thin,thin,
851,0.57,0.655,fat,fat,
852,0.35,0.73,thin,thin,
853,0.4,0.685,normal,normal,
854,0.8,0.88,fat,fat,
855,0.67,0.96,thin,thin,
856,0.4,0.975,thin,thin,
857,0.39,0.84,thin,thin,
858,0.74,0.795,fat,fat,
859,0.76,0.88,normal,normal,
860,0.68,0.615,fat,fat,
861,0.51,0.835,thin,thin,
862,0.72,0.79,fat,fat,
863,0.6,0.68,fat,fat,
864,0.51,0.935,thin,thin,
865,0.48,1,thin,thin,
866,0.73,0.675,fat,fat,
867,0.35,0.915,thin,thin,
868,0.57,0.95,thin,thin,
869,0.48,0.965,thin,thin,
870,0.66,0.68,fat,fat,
871,0.56,0.735,fat,fat,
872,0.52,0.71,fat,fat,
873,0.44,0.88,thin,thin,
874,0.45,0.98,thin,thin,
875,0.46,0.73,normal,normal,
876,0.76,0.675,fat,fat,
877,0.39,0.825,thin,thin,
878,0.65,0.625,fat,fat,
879,0.7,0.73,fat,fat,
880,0.67,0.64,fat,fat,
881,0.6,0.76,fat,fat,
882,0.7,0.785,fat,fat,
883,0.48,0.71,normal,normal,
884,0.66,0.68,fat,fat,
885,0.65,0.83,normal,normal,
886,0.4,1,thin,thin,
887,0.59,0.65,fat,fat,
888,0.63,0.95,thin,thin,
889,0.64,0.62,fat,fat,
890,0.69,0.775,fat,fat,
891,0.54,0.92,thin,thin,
892,0.52,0.94,thin,thin,
893,0.71,0.63,fat,fat,
894,0.7,0.7,fat,fat,
895,0.42,0.895,thin,thin,
896,0.58,0.99,thin,thin,
897,0.55,0.9,thin,thin,
898,0.6,0.83,normal,normal,
899,0.71,0.665,fat,fat,
900,0.55,0.605,fat,fat,
901,0.43,0.86,thin,thin,
902,0.77,0.73,fat,fat,
903,0.51,0.695,fat,fat,
904,0.72,0.795,fat,fat,
905,0.66,0.615,fat,fat,
906,0.63,0.775,fat,fat,
907,0.45,0.795,thin,thin,
908,0.8,0.745,fat,fat,
909,0.54,0.87,thin,thin,
910,0.59,0.64,fat,fat,
911,0.74,0.685,fat,fat,
912,0.62,0.935,thin,thin,
913,0.72,0.925,normal,normal,
914,0.61,0.7,fat,fat,
915,0.45,0.625,fat,fat,
916,0.36,0.725,thin,thin,
917,0.55,0.635,fat,fat,
918,0.45,0.82,thin,thin,
919,0.56,0.805,normal,normal,
920,0.45,0.89,thin,thin,
921,0.36,0.975,thin,thin,
922,0.66,0.775,fat,fat,
923,0.57,0.94,thin,thin,
924,0.47,0.86,thin,thin,
925,0.8,0.93,normal,normal,
926,0.8,0.78,fat,fat,
927,0.74,0.91,normal,normal,
928,0.75,0.7,fat,fat,
929,0.4,0.615,fat,fat,
930,0.56,0.895,thin,thin,
931,0.35,0.975,thin,thin,
932,0.53,0.96,thin,thin,
933,0.58,0.765,normal,normal,
934,0.45,0.97,thin,thin,
935,0.37,0.995,thin,thin,
936,0.43,0.685,normal,normal,
937,0.54,0.66,fat,fat,
938,0.68,0.8,fat,fat,
939,0.44,0.875,thin,thin,
940,0.68,0.615,fat,fat,
941,0.41,0.825,thin,thin,
942,0.54,0.77,normal,normal,
943,0.71,0.71,fat,fat,
944,0.41,0.695,normal,normal,
945,0.62,0.835,normal,normal,
946,0.41,0.73,normal,normal,
947,0.48,0.655,fat,fat,
948,0.62,0.985,thin,thin,
949,0.73,0.745,fat,fat,
950,0.51,0.98,thin,thin,
951,0.41,0.635,fat,fat,
952,0.6,0.73,fat,fat,
953,0.67,0.8,fat,fat,
954,0.47,0.67,fat,fat,
955,0.63,0.84,normal,normal,
956,0.41,0.745,thin,normal,
957,0.79,0.895,normal,normal,
958,0.41,0.965,thin,thin,
959,0.4,0.71,normal,normal,
960,0.35,0.9,thin,thin,
961,0.37,0.655,normal,normal,
962,0.64,0.76,fat,fat,
963,0.56,0.825,normal,normal,
964,0.66,0.95,thin,normal,
965,0.35,0.915,thin,thin,
966,0.77,0.975,normal,normal,
967,0.35,0.88,thin,thin,
968,0.4,0.97,thin,thin,
969,0.5,0.615,fat,fat,
970,0.5,0.665,fat,fat,
971,0.51,0.945,thin,thin,
972,0.55,0.74,fat,normal,
973,0.41,0.8,thin,thin,
974,0.69,0.955,normal,normal,
975,0.49,0.75,normal,normal,
976,0.65,0.88,normal,normal,
977,0.37,0.655,normal,normal,
978,0.58,0.94,thin,thin,
979,0.46,0.625,fat,fat,
980,0.65,0.9,normal,normal,
981,0.38,0.88,thin,thin,
982,0.66,0.975,thin,thin,
983,0.77,0.615,fat,fat,
984,0.42,0.915,thin,thin,
985,0.75,0.61,fat,fat,
986,0.78,0.665,fat,fat,
987,0.54,0.99,thin,thin,
988,0.7,0.9,normal,normal,
989,0.75,0.705,fat,fat,
990,0.55,0.605,fat,fat,
991,0.5,0.94,thin,thin,
992,0.4,0.73,normal,normal,
993,0.75,0.895,normal,normal,
994,0.61,0.85,normal,normal,
995,0.55,0.65,fat,fat,
996,0.66,0.915,normal,normal,
997,0.7,0.705,fat,fat,
998,0.54,0.775,normal,normal,
999,0.78,0.91,normal,normal,
1000,0.51,0.915,thin,thin,
1001,0.71,0.845,normal,normal,
1002,0.39,0.985,thin,thin,
1003,0.71,0.85,normal,normal,
1004,0.36,0.82,thin,thin,
1005,0.63,0.95,thin,thin,
1006,0.41,0.645,normal,normal,
1007,0.42,0.835,thin,thin,
1008,0.59,0.825,normal,normal,
1009,0.63,0.87,normal,normal,
1010,0.66,0.86,normal,normal,
1011,0.66,0.87,normal,normal,
1012,0.35,0.64,normal,normal,
1013,0.36,0.815,thin,thin,
1014,0.45,0.99,thin,thin,
1015,0.53,0.61,fat,fat,
1016,0.37,0.62,normal,normal,
1017,0.72,0.63,fat,fat,
1018,0.51,0.92,thin,thin,
1019,0.42,0.67,normal,normal,
1020,0.36,0.815,thin,thin,
1021,0.62,0.735,fat,fat,
1022,0.75,0.8,fat,fat,
1023,0.56,0.875,thin,thin,
1024,0.61,0.88,normal,normal,
1025,0.44,0.725,normal,normal,
1026,0.56,0.995,thin,thin,
1027,0.52,0.605,fat,fat,
1028,0.58,0.985,thin,thin,
1029,0.55,0.81,normal,normal,
1030,0.4,0.7,normal,normal,
1031,0.36,0.9,thin,thin,
1032,0.44,0.9,thin,thin,
1033,0.74,0.845,fat,fat,
1034,0.37,0.87,thin,thin,
1035,0.5,0.975,thin,thin,
1036,0.56,0.965,thin,thin,
1037,0.78,0.955,normal,normal,
1038,0.43,0.78,thin,thin,
1039,0.6,0.775,normal,normal,
1040,0.74,0.725,fat,fat,
1041,0.76,0.985,normal,normal,
1042,0.36,0.9,thin,thin,
1043,0.73,0.925,normal,normal,
1044,0.62,0.915,normal,normal,
1045,0.68,0.865,normal,normal,
1046,0.47,0.87,thin,thin,
1047,0.63,0.88,normal,normal,
1048,0.61,0.655,fat,fat,
1049,0.6,0.73,fat,fat,
1050,0.65,0.74,fat,fat,
1051,0.78,0.605,fat,fat,
1052,0.54,0.75,normal,normal,
1053,0.68,0.7,fat,fat,
1054,0.38,0.725,thin,thin,
1055,0.35,0.81,thin,thin,
1056,0.37,0.6,fat,fat,
1057,0.53,0.66,fat,fat,
1058,0.43,0.775,thin,thin,
1059,0.66,0.755,fat,fat,
1060,0.51,0.985,thin,thin,
1061,0.63,0.66,fat,fat,
1062,0.68,1,thin,thin,
1063,0.7,0.7,fat,fat,
1064,0.72,0.67,fat,fat,
1065,0.53,0.655,fat,fat,
1066,0.76,0.88,normal,normal,
1067,0.44,0.68,normal,normal,
1068,0.42,0.645,fat,fat,
1069,0.55,0.985,thin,thin,
1070,0.76,0.99,normal,normal,
1071,0.38,0.765,thin,thin,
1072,0.69,0.615,fat,fat,
1073,0.37,0.84,thin,thin,
1074,0.51,0.68,fat,fat,
1075,0.66,0.65,fat,fat,
1076,0.62,0.675,fat,fat,
1077,0.55,0.875,thin,thin,
1078,0.74,0.845,fat,fat,
1079,0.78,0.935,normal,normal,
1080,0.66,0.8,fat,fat,
1081,0.67,0.62,fat,fat,
1082,0.46,0.98,thin,thin,
1083,0.5,0.965,thin,thin,
1084,0.67,0.855,normal,normal,
1085,0.35,0.845,thin,thin,
1086,0.45,0.62,fat,fat,
1087,0.71,0.76,fat,fat,
1088,0.75,0.86,fat,fat,
1089,0.42,0.735,normal,normal,
1090,0.48,0.92,thin,thin,
1091,0.41,0.645,normal,normal,
1092,0.48,0.9,thin,thin,
1093,0.41,0.92,thin,thin,
1094,0.58,0.78,normal,normal,
1095,0.45,0.75,normal,normal,
1096,0.41,0.995,thin,thin,
1097,0.61,0.985,thin,thin,
1098,0.58,0.635,fat,fat,
1099,0.56,0.845,normal,normal,
1100,0.76,0.975,normal,normal,
1101,0.55,0.62,fat,fat,
1102,0.79,0.635,fat,fat,
1103,0.46,0.885,thin,thin,
1104,0.65,0.875,normal,normal,
1105,0.39,0.73,thin,thin,
1106,0.49,0.75,normal,normal,
1107,0.37,0.715,thin,thin,
1108,0.7,0.92,normal,normal,
1109,0.38,1,thin,thin,
1110,0.41,0.9,thin,thin,
1111,0.35,0.625,normal,normal,
1112,0.73,0.825,fat,fat,
1113,0.56,0.775,normal,normal,
1114,0.55,0.88,thin,thin,
1115,0.39,0.75,thin,thin,
1116,0.71,0.7,fat,fat,
1117,0.47,0.755,normal,normal,
1118,0.51,0.975,thin,thin,
1119,0.66,0.965,thin,thin,
1120,0.57,0.94,thin,thin,
1121,0.37,0.695,normal,normal,
1122,0.73,0.695,fat,fat,
1123,0.35,0.885,thin,thin,
1124,0.8,0.805,fat,fat,
1125,0.45,0.8,thin,thin,
1126,0.57,0.635,fat,fat,
1127,0.42,0.8,thin,thin,
1128,0.37,0.86,thin,thin,
1129,0.45,0.615,fat,fat,
1130,0.73,0.77,fat,fat,
1131,0.48,0.85,thin,thin,
1132,0.37,0.895,thin,thin,
1133,0.66,0.815,normal,normal,
1134,0.51,0.77,normal,normal,
1135,0.36,0.78,thin,thin,
1136,0.67,0.98,thin,thin,
1137,0.44,0.745,normal,normal,
1138,0.4,0.675,normal,normal,
1139,0.5,0.835,thin,thin,
1140,0.48,1,thin,thin,
1141,0.58,0.63,fat,fat,
1142,0.59,0.65,fat,fat,
1143,0.77,0.875,fat,normal,
1144,0.36,0.91,thin,thin,
1145,0.72,0.915,normal,normal,
1146,0.53,0.645,fat,fat,
1147,0.37,0.945,thin,thin,
1148,0.37,0.86,thin,thin,
1149,0.5,0.685,fat,fat,
1150,0.65,0.79,fat,fat,
1151,0.65,0.765,fat,fat,
1152,0.45,0.845,thin,thin,
1153,0.78,0.625,fat,fat,
1154,0.71,0.955,normal,normal,
1155,0.77,0.79,fat,fat,
1156,0.73,0.785,fat,fat,
1157,0.73,0.835,fat,fat,
1158,0.68,0.66,fat,fat,
1159,0.71,0.635,fat,fat,
1160,0.5,0.66,fat,fat,
1161,0.43,0.995,thin,thin,
1162,0.74,0.93,normal,normal,
1163,0.35,0.97,thin,thin,
1164,0.47,0.87,thin,thin,
1165,0.52,0.71,fat,fat,
1166,0.57,0.635,fat,fat,
1167,0.53,0.98,thin,thin,
1168,0.59,0.64,fat,fat,
1169,0.62,0.69,fat,fat,
1170,0.76,0.91,normal,normal,
1171,0.63,0.635,fat,fat,
1172,0.39,0.89,thin,thin,
1173,0.77,0.845,fat,fat,
1174,0.75,0.695,fat,fat,
1175,0.59,0.795,normal,normal,
1176,0.47,0.84,thin,thin,
1177,0.38,0.77,thin,thin,
1178,0.77,0.98,normal,normal,
1179,0.73,0.65,fat,fat,
1180,0.7,0.925,normal,normal,
1181,0.4,0.605,fat,fat,
1182,0.77,0.665,fat,fat,
1183,0.48,0.83,thin,thin,
1184,0.57,0.97,thin,thin,
1185,0.7,0.915,normal,normal,
1186,0.42,0.755,thin,thin,
1187,0.6,0.945,thin,thin,
1188,0.7,0.695,fat,fat,
1189,0.48,0.785,normal,normal,
1190,0.49,0.675,fat,fat,
1191,0.39,0.63,normal,normal,
1192,0.61,0.905,normal,normal,
1193,0.45,0.7,normal,normal,
1194,0.52,0.875,thin,thin,
1195,0.67,0.705,fat,fat,
1196,0.64,0.875,normal,normal,
1197,0.62,0.69,fat,fat,
1198,0.76,0.61,fat,fat,
1199,0.44,0.69,normal,normal,
1200,0.5,0.715,normal,normal,
1201,0.57,0.91,thin,thin,
1202,0.68,0.91,normal,normal,
1203,0.54,0.76,normal,normal,
1204,0.63,0.62,fat,fat,
1205,0.71,0.9,normal,normal,
1206,0.45,0.64,fat,fat,
1207,0.37,0.91,thin,thin,
1208,0.58,0.66,fat,fat,
1209,0.35,0.625,normal,normal,
1210,0.66,0.98,thin,thin,
1211,0.74,0.795,fat,fat,
1212,0.48,0.94,thin,thin,
1213,0.41,0.98,thin,thin,
1214,0.67,0.905,normal,normal,
1215,0.5,0.615,fat,fat,
1216,0.75,0.795,fat,fat,
1217,0.77,0.755,fat,fat,
1218,0.6,0.93,thin,thin,
1219,0.62,0.93,thin,thin,
1220,0.43,0.705,normal,normal,
1221,0.64,0.815,normal,normal,
1222,0.79,0.735,fat,fat,
1223,0.39,0.73,thin,thin,
1224,0.49,0.8,normal,normal,
1225,0.79,0.86,fat,fat,
1226,0.71,0.725,fat,fat,
1227,0.51,0.62,fat,fat,
1228,0.41,0.835,thin,thin,
1229,0.6,0.81,normal,normal,
1230,0.53,0.815,normal,normal,
1231,0.68,0.655,fat,fat,
1232,0.78,0.95,normal,normal,
1233,0.35,0.705,thin,thin,
1234,0.65,0.975,thin,thin,
1235,0.37,0.635,normal,normal,
1236,0.69,0.77,fat,fat,
1237,0.67,0.91,normal,normal,
1238,0.61,0.68,fat,fat,
1239,0.65,0.92,normal,normal,
1240,0.69,0.69,fat,fat,
1241,0.55,0.96,thin,thin,
1242,0.73,0.685,fat,fat,
1243,0.72,0.81,fat,fat,
1244,0.5,0.82,normal,normal,
1245,0.75,0.65,fat,fat,
1246,0.36,0.915,thin,thin,
1247,0.64,0.965,thin,thin,
1248,0.57,0.78,normal,normal,
1249,0.37,0.68,normal,normal,
1250,0.52,0.965,thin,thin,
1251,0.62,0.705,fat,fat,
1252,0.43,0.84,thin,thin,
1253,0.5,0.855,thin,thin,
1254,0.64,0.82,normal,normal,
1255,0.46,0.955,thin,thin,
1256,0.8,0.665,fat,fat,
1257,0.56,1,thin,thin,
1258,0.7,0.88,normal,normal,
1259,0.68,0.795,fat,fat,
1260,0.73,0.755,fat,fat,
1261,0.54,0.735,normal,normal,
1262,0.52,0.955,thin,thin,
1263,0.6,0.67,fat,fat,
1264,0.51,0.9,thin,thin,
1265,0.41,0.85,thin,thin,
1266,0.63,0.655,fat,fat,
1267,0.63,0.785,fat,fat,
1268,0.8,0.64,fat,fat,
1269,0.65,0.745,fat,fat,
1270,0.76,0.985,normal,normal,
1271,0.36,0.69,normal,normal,
1272,0.41,0.67,normal,normal,
1273,0.62,0.665,fat,fat,
1274,0.61,0.88,normal,normal,
1275,0.6,0.84,normal,normal,
1276,0.39,0.805,thin,thin,
1277,0.63,0.93,thin,thin,
1278,0.71,0.67,fat,fat,
1279,0.7,0.765,fat,fat,
1280,0.5,0.965,thin,thin,
1281,0.35,0.705,thin,thin,
1282,0.65,0.805,fat,normal,
1283,0.5,0.935,thin,thin,
1284,0.64,0.685,fat,fat,
1285,0.66,0.755,fat,fat,
1286,0.65,0.765,fat,fat,
1287,0.44,0.925,thin,thin,
1288,0.79,0.625,fat,fat,
1289,0.46,0.81,thin,thin,
1290,0.42,0.735,normal,normal,
1291,0.78,0.805,fat,fat,
1292,0.77,0.8,fat,fat,
1293,0.7,0.74,fat,fat,
1294,0.46,0.66,fat,fat,
1295,0.75,0.9,normal,normal,
1296,0.68,0.765,fat,fat,
1297,0.67,0.895,normal,normal,
1298,0.62,0.995,thin,thin,
1299,0.46,0.995,thin,thin,
1300,0.45,0.825,thin,thin,
1301,0.43,0.975,thin,thin,
1302,0.58,0.65,fat,fat,
1303,0.71,0.905,normal,normal,
1304,0.73,0.95,normal,normal,
1305,0.65,0.65,fat,fat,
1306,0.71,0.925,normal,normal,
1307,0.36,0.71,thin,thin,
1308,0.37,0.83,thin,thin,
1309,0.49,0.805,normal,normal,
1310,0.38,0.76,thin,thin,
1311,0.63,0.665,fat,fat,
1312,0.41,0.605,fat,fat,
1313,0.62,0.825,normal,normal,
1314,0.48,0.765,normal,normal,
1315,0.68,0.69,fat,fat,
1316,0.69,0.765,fat,fat,
1317,0.51,0.81,normal,normal,
1318,0.38,0.72,thin,normal,
1319,0.58,0.79,normal,normal,
1320,0.39,0.635,normal,normal,
1321,0.76,0.95,normal,normal,
1322,0.45,0.705,normal,normal,
1323,0.59,0.735,fat,fat,
1324,0.66,0.67,fat,fat,
1325,0.5,0.875,thin,thin,
1326,0.35,0.61,normal,normal,
1327,0.69,0.66,fat,fat,
1328,0.52,0.94,thin,thin,
1329,0.46,0.82,thin,thin,
1330,0.59,0.84,normal,normal,
1331,0.78,0.79,fat,fat,
1332,0.43,0.655,fat,normal,
1333,0.66,0.745,fat,fat,
1334,0.52,0.655,fat,fat,
1335,0.72,0.76,fat,fat,
1336,0.35,0.94,thin,thin,
1337,0.43,0.715,normal,normal,
1338,0.39,0.71,normal,normal,
1339,0.76,0.85,fat,fat,
1340,0.42,0.88,thin,thin,
1341,0.55,0.89,thin,thin,
1342,0.44,0.81,thin,thin,
1343,0.71,0.88,normal,normal,
1344,0.72,0.8,fat,fat,
1345,0.77,0.675,fat,fat,
1346,0.65,0.71,fat,fat,
1347,0.35,0.9,thin,thin,
1348,0.47,0.655,fat,fat,
1349,0.69,0.86,normal,normal,
1350,0.37,0.965,thin,thin,
1351,0.45,0.865,thin,thin,
1352,0.5,0.87,thin,thin,
1353,0.77,0.805,fat,fat,
1354,0.62,0.725,fat,fat,
1355,0.38,0.83,thin,thin,
1356,0.43,0.95,thin,thin,
1357,0.67,0.77,fat,fat,
1358,0.36,0.985,thin,thin,
1359,0.6,0.655,fat,fat,
1360,0.5,0.91,thin,thin,
1361,0.76,0.705,fat,fat,
1362,0.35,0.685,normal,normal,
1363,0.73,0.925,normal,normal,
1364,0.74,0.875,normal,normal,
1365,0.51,0.93,thin,thin,
1366,0.51,0.82,normal,normal,
1367,0.7,1,thin,thin,
1368,0.64,0.785,fat,fat,
1369,0.6,0.93,thin,thin,
1370,0.47,0.795,normal,normal,
1371,0.58,0.94,thin,thin,
1372,0.36,0.645,normal,normal,
1373,0.54,0.73,fat,fat,
1374,0.58,0.745,fat,fat,
1375,0.75,0.98,normal,normal,
1376,0.4,0.86,thin,thin,
1377,0.6,0.9,normal,normal,
1378,0.57,0.9,thin,thin,
1379,0.69,0.61,fat,fat,
1380,0.37,0.685,normal,normal,
1381,0.42,0.62,fat,fat,
1382,0.75,0.675,fat,fat,
1383,0.68,0.715,fat,fat,
1384,0.67,0.66,fat,fat,
1385,0.57,0.675,fat,fat,
1386,0.57,0.66,fat,fat,
1387,0.69,1,thin,thin,
1388,0.78,0.785,fat,fat,
1389,0.77,0.725,fat,fat,
1390,0.79,0.89,normal,normal,
1391,0.49,0.65,fat,fat,
1392,0.78,0.965,normal,normal,
1393,0.75,0.9,normal,normal,
1394,0.37,0.64,normal,normal,
1395,0.5,0.69,fat,fat,
1396,0.69,0.91,normal,normal,
1397,0.78,0.875,fat,fat,
1398,0.37,0.81,thin,thin,
1399,0.67,0.94,normal,normal,
1400,0.68,0.75,fat,fat,
1401,0.36,0.715,thin,thin,
1402,0.66,0.605,fat,fat,
1403,0.73,0.73,fat,fat,
1404,0.62,0.875,normal,normal,
1405,0.74,0.655,fat,fat,
1406,0.68,0.95,normal,normal,
1407,0.36,0.66,normal,normal,
1408,0.42,0.9,thin,thin,
1409,0.63,1,thin,thin,
1410,0.44,0.615,fat,fat,
1411,0.75,0.935,normal,normal,
1412,0.37,0.65,normal,normal,
1413,0.76,0.915,normal,normal,
1414,0.45,0.855,thin,thin,
1415,0.52,0.92,thin,thin,
1416,0.45,0.995,thin,thin,
1417,0.63,0.985,thin,thin,
1418,0.66,0.71,fat,fat,
1419,0.42,0.945,thin,thin,
1420,0.76,0.62,fat,fat,
1421,0.68,0.96,thin,normal,
1422,0.7,0.765,fat,fat,
1423,0.69,0.805,fat,fat,
1424,0.37,0.74,thin,thin,
1425,0.71,0.885,normal,normal,
1426,0.39,0.665,normal,normal,
1427,0.35,0.825,thin,thin,
1428,0.62,0.755,fat,fat,
1429,0.58,0.665,fat,fat,
1430,0.8,0.78,fat,fat,
1431,0.55,0.91,thin,thin,
1432,0.49,0.66,fat,fat,
1433,0.68,0.66,fat,fat,
1434,0.41,0.865,thin,thin,
1435,0.6,0.68,fat,fat,
1436,0.39,0.95,thin,thin,
1437,0.67,0.675,fat,fat,
1438,0.48,0.76,normal,normal,
1439,0.76,0.695,fat,fat,
1440,0.45,0.765,normal,normal,
1441,0.56,0.97,thin,thin,
1442,0.35,0.605,normal,normal,
1443,0.57,0.745,fat,fat,
1444,0.46,0.92,thin,thin,
1445,0.79,0.74,fat,fat,
1446,0.51,0.995,thin,thin,
1447,0.5,0.985,thin,thin,
1448,0.59,0.735,fat,fat,
1449,0.47,0.665,fat,fat,
1450,0.6,0.66,fat,fat,
1451,0.46,0.695,normal,normal,
1452,0.63,0.61,fat,fat,
1453,0.6,0.775,normal,normal,
1454,0.67,0.705,fat,fat,
1455,0.75,0.805,fat,fat,
1456,0.76,0.735,fat,fat,
1457,0.52,0.69,fat,fat,
1458,0.48,0.765,normal,normal,
1459,0.79,0.6,fat,fat,
1460,0.47,0.95,thin,thin,
1461,0.51,0.96,thin,thin,
1462,0.51,0.9,thin,thin,
1463,0.62,0.605,fat,fat,
1464,0.7,0.725,fat,fat,
1465,0.48,0.95,thin,thin,
1466,0.56,0.77,normal,normal,
1467,0.63,1,thin,thin,
1468,0.76,0.91,normal,normal,
1469,0.6,0.93,thin,thin,
1470,0.8,0.765,fat,fat,
1471,0.45,0.935,thin,thin,
1472,0.49,1,thin,thin,
1473,0.51,0.975,thin,thin,
1474,0.54,0.71,fat,fat,
1475,0.4,0.84,thin,thin,
1476,0.45,0.67,fat,normal,
1477,0.76,0.685,fat,fat,
1478,0.46,0.84,thin,thin,
1479,0.39,0.855,thin,thin,
1480,0.44,0.64,fat,fat,
1481,0.42,0.89,thin,thin,
1482,0.67,0.655,fat,fat,
1483,0.58,0.915,thin,thin,
1484,0.69,1,thin,thin,
1485,0.65,0.9,normal,normal,
1486,0.63,0.75,fat,fat,
1487,0.35,0.79,thin,thin,
1488,0.46,0.805,thin,thin,
1489,0.49,0.63,fat,fat,
1490,0.4,0.71,normal,normal,
1491,0.5,0.765,normal,normal,
1492,0.35,0.9,thin,thin,
1493,0.56,0.625,fat,fat,
1494,0.52,0.95,thin,thin,
1495,0.52,0.825,normal,normal,
1496,0.44,0.645,fat,fat,
1497,0.48,0.915,thin,thin,
1498,0.36,0.695,normal,normal,
1499,0.38,0.73,thin,thin,
1500,0.36,0.87,thin,thin,
1501,0.64,0.72,fat,fat,
1502,0.47,0.975,thin,thin,
1503,0.38,0.9,thin,thin,
1504,0.49,0.625,fat,fat,
1505,0.74,0.945,normal,normal,
1506,0.68,0.795,fat,fat,
1507,0.43,0.71,normal,normal,
1508,0.47,0.605,fat,fat,
1509,0.67,0.93,normal,normal,
1510,0.61,0.905,normal,normal,
1511,0.47,0.865,thin,thin,
1512,0.69,0.73,fat,fat,
1513,0.66,0.655,fat,fat,
1514,0.48,0.845,thin,thin,
1515,0.7,0.835,fat,normal,
1516,0.73,0.78,fat,fat,
1517,0.37,0.76,thin,thin,
1518,0.42,0.875,thin,thin,
1519,0.71,0.87,normal,normal,
1520,0.5,0.8,normal,normal,
1521,0.49,0.77,normal,normal,
1522,0.79,0.95,normal,normal,
1523,0.55,0.68,fat,fat,
1524,0.75,0.6,fat,fat,
1525,0.49,0.92,thin,thin,
1526,0.59,0.89,normal,normal,
1527,0.35,0.67,normal,normal,
1528,0.59,0.995,thin,thin,
1529,0.69,0.835,normal,normal,
1530,0.55,0.86,normal,normal,
1531,0.37,0.8,thin,thin,
1532,0.53,0.905,thin,thin,
1533,0.36,0.675,normal,normal,
1534,0.7,0.845,normal,normal,
1535,0.77,0.635,fat,fat,
1536,0.65,0.69,fat,fat,
1537,0.6,0.985,thin,thin,
1538,0.45,0.61,fat,fat,
1539,0.6,0.8,normal,normal,
1540,0.46,0.83,thin,thin,
1541,0.72,0.995,thin,normal,
1542,0.51,0.73,normal,normal,
1543,0.75,0.765,fat,fat,
1544,0.36,0.835,thin,thin,
1545,0.52,0.77,normal,normal,
1546,0.68,0.88,normal,normal,
1547,0.5,0.785,normal,normal,
1548,0.62,0.785,fat,fat,
1549,0.74,0.685,fat,fat,
1550,0.6,0.73,fat,fat,
1551,0.78,0.61,fat,fat,
1552,0.62,0.895,normal,normal,
1553,0.8,0.635,fat,fat,
1554,0.61,0.6,fat,fat,
1555,0.64,0.7,fat,fat,
1556,0.78,0.68,fat,fat,
1557,0.46,0.61,fat,fat,
1558,0.67,0.625,fat,fat,
1559,0.51,0.9,thin,thin,
1560,0.4,0.615,fat,fat,
1561,0.4,0.7,normal,normal,
1562,0.44,0.755,normal,normal,
1563,0.7,0.645,fat,fat,
1564,0.63,0.905,normal,normal,
1565,0.65,0.845,normal,normal,
1566,0.53,0.735,normal,normal,
1567,0.52,0.6,fat,fat,
1568,0.74,0.87,normal,normal,
1569,0.44,0.815,thin,thin,
1570,0.79,0.62,fat,fat,
1571,0.64,0.895,normal,normal,
1572,0.78,0.875,fat,fat,
1573,0.54,0.705,fat,fat,
1574,0.7,0.865,normal,normal,
1575,0.41,0.925,thin,thin,
1576,0.69,0.785,fat,fat,
1577,0.6,0.9,normal,normal,
1578,0.75,0.92,normal,normal,
1579,0.4,0.66,normal,normal,
1580,0.53,1,thin,thin,
1581,0.76,0.69,fat,fat,
1582,0.53,0.775,normal,normal,
1583,0.58,0.985,thin,thin,
1584,0.4,0.82,thin,thin,
1585,0.35,0.99,thin,thin,
1586,0.43,0.645,fat,fat,
1587,0.78,0.695,fat,fat,
1588,0.78,0.735,fat,fat,
1589,0.37,0.715,thin,thin,
1590,0.54,0.62,fat,fat,
1591,0.56,0.82,normal,normal,
1592,0.49,0.93,thin,thin,
1593,0.49,0.89,thin,thin,
1594,0.52,0.955,thin,thin,
1595,0.77,0.74,fat,fat,
1596,0.53,0.6,fat,fat,
1597,0.48,0.985,thin,thin,
1598,0.8,0.84,fat,fat,
1599,0.45,1,thin,thin,
1600,0.72,0.945,normal,normal,
1601,0.64,0.755,fat,fat,
1602,0.36,0.895,thin,thin,
1603,0.72,1,thin,normal,
1604,0.41,0.92,thin,thin,
1605,0.74,0.615,fat,fat,
1606,0.44,0.925,thin,thin,
1607,0.65,0.61,fat,fat,
1608,0.65,0.885,normal,normal,
1609,0.77,0.79,fat,fat,
1610,0.52,0.835,normal,normal,
